mod2_dim1,mod2_dim2,id
2833.1089882566625,2910.6072679435633,126
3725.6834178820277,4019.565738229734,127
4283.138878912988,2385.236613971091,128
3459.8004598369694,2571.4693855273,129
3901.382614339365,3253.8905592280516,130
3379.114143180311,2550.9464692552206,131
3537.8413438096854,4471.169905743059,132
3606.7751033730387,1514.3760790485326,133
1354.953118378142,3709.865512489372,134
2422.3763847506975,2258.9053857831927,135
4560.2145596943665,4455.661510384215,136
4222.649286838017,2429.293046649512,137
3563.1250221103314,3395.330189440514,138
1942.1694233865244,3358.7850502279057,139
4988.026529863532,1209.8985479846167,140
1950.0817355468557,2323.947067699135,141
4203.736760952261,2774.717762583722,142
1250.894052217491,2273.0271350631647,143
4322.07718628106,3953.789007516855,144
2115.33962022034,3914.4006120236613,145
2278.773760171006,1610.1655321134265,146
4939.513571424887,2046.5201896009826,147
3434.5088373565213,4670.339645458124,148
3571.9614316391826,2707.118121108819,149
2588.8639198508035,1195.6263814683089,150
1324.9864107235774,2802.721952880717,151
4689.277399848839,1933.4778121455836,152
4475.43694857561,4224.908026010284,153
1696.616101928698,2249.5098553777116,154
2713.5890008581205,4437.094760851077,155
3536.6237431625495,4299.176459694979,156
2988.208361205594,3329.8429609673476,157
2815.6489354090304,2033.0866926016702,158
3473.3465130368863,3301.67008374598,159
4469.653152524231,4698.306381717895,160
3296.6090068636563,3776.3302591696183,161
2568.7871398543143,3705.762613758389,162
4992.84824265873,4761.528859407845,163
1564.9482533792543,4752.673277922045,164
1154.630309874918,1100.738666978788,165
1711.1951285899565,2220.19168771114,166
4938.989177805257,4773.845791320511,167
4055.822271653087,3492.360329547344,168
4875.534320158851,3292.0650754094227,169
1852.8781833420328,1533.815047771225,170
4055.037697855507,3109.2732183007724,171
4269.578404877221,4175.404223262849,172
3680.708015030147,4107.032723401244,173
3752.5793684332757,2715.0590497688936,174
4320.579951749451,4663.560255367457,175
4109.767176409034,1343.3986300227896,176
4798.717923099692,2908.5028040417737,177
4541.9609468799745,1339.8214553471312,178
4752.928304551815,2259.427699356025,179
2684.2479272356472,3741.3539531678184,180
1363.2569878364357,1832.0601791434901,181
3332.044457100818,2541.0064473837683,182
1425.5980447993547,1040.3399045993922,183
4584.560081538422,3672.1015287606197,184
2295.7269385558166,4544.267344006074,185
4868.889218206162,1326.1645333167332,186
2041.9212090441188,3118.686202297729,187
4682.592816118264,1932.225495822681,188
4741.403204617586,4604.511947320971,189
2352.824468016915,1900.941988766267,190
1733.4246158429069,1219.909965144824,191
4824.319797638312,1587.2475747012604,192
4831.093167178485,2356.5102711791105,193
1237.2481542948312,4276.925356821623,194
4213.610063960703,2853.2977029270396,195
4089.418509459899,3995.27686388234,196
2802.7686204521187,2133.4857579567943,197
1569.9580104266731,4640.335230815001,198
1316.422990489952,3902.643313157808,199
1310.7294246015301,3679.821734334094,200
1241.1744216621407,1445.0159067996835,201
2901.371987761318,1323.8315847372833,202
1127.812039886403,3558.4692329079426,203
4580.697090166698,2932.9304260690265,204
4350.642074163611,3835.949519908886,205
4732.1197183114355,4897.423292641694,206
3352.627564505044,4784.301343023728,207
3821.3807265545943,2858.6962858394013,208
4660.10224488724,3318.3803775837255,209
1956.7982600309088,2558.003852471744,210
2688.463603586594,1656.2420375015904,211
1099.999187847367,1210.4454042938153,212
3713.466080471424,2015.502228064511,213
1608.2199075644792,1790.3321341533037,214
4273.133198912383,4567.045962386593,215
2817.2770822600405,3963.369668425372,216
3300.125935296071,2954.060604432372,217
3577.5982013950093,4793.235112260447,218
4209.772019617193,2641.7158373962034,219
2005.6398277120988,1010.4950077124406,220
2165.1121877487208,4916.814685324768,221
2695.5397470848957,3160.3354064271243,222
1254.6787303408923,1568.8439783784158,223
4942.379630001276,3142.90928215684,224
1884.6371497313514,3567.7495724912064,225
3907.3939047422828,3016.4537261859255,226
2315.310291378935,3888.7946077454258,227
1520.8079255312277,3881.97266973881,228
2790.9856876478348,3066.2660880091967,229
3507.221747032607,4438.374760612794,230
2261.108041491972,3784.4623890476287,231
1466.3467288152483,2754.2623137385467,232
3868.709563673184,4559.689102817383,233
3228.615604197819,3533.530927679226,234
3128.962872479009,2383.0366868366764,235
4383.074214121206,3297.015978741664,236
2043.7960957497303,4188.446585440037,237
4338.042670418902,2811.5401262311007,238
3718.4566355031643,1373.0704385271997,239
3890.2811855936243,2345.8963801403256,240
1090.1698144285938,3820.459844091232,241
3192.997435212276,4313.072109818643,242
1460.8664037403908,4972.829011878233,243
2330.0822558071604,1535.7848218134134,244
1169.4977450393972,2283.4175943500404,245
1839.5542187156773,3297.2806063401,246
4833.548212766124,1867.1911270153005,247
2316.49132951115,2064.4673154822,248
2084.251081832024,3748.3743479534405,249
4572.901956065726,3337.0060040580356,250
2602.7073459002377,2703.004793463109,251
3211.945861404814,2221.876324385783,252
2030.7742157125292,4639.674849539695,253
3046.019952924608,1478.346701694639,254
3282.3439602550534,1999.8575765942435,255
1021.5801737808032,3288.4112530073076,256
2432.797579546099,3733.131075525162,257
3455.978543847377,1694.8679961090525,258
2205.4396461008987,3863.477361186333,259
2722.740798646954,1538.890871350147,260
1695.8226993645576,3902.7042710524806,261
3497.809358624476,3221.622553906674,262
1223.135590507248,2553.925072271694,263
2782.933303220126,3337.3904439771827,264
3784.3491157724166,3871.5422272075984,265
3367.965131730898,2082.889376890407,266
2633.2359824192713,4102.551844774913,267
2862.3107794784264,2615.727114842195,268
4418.120168370282,4980.3866122483605,269
2680.7050109586457,3536.7751414953464,270
4645.181660801995,1617.882097412208,271
2164.767904665831,3589.0400909679734,272
1713.4817265413315,2120.4129535256393,273
4744.811816779326,2259.569938512587,274
1384.234842905606,2997.3200045816234,275
1304.0768524635703,2003.9136504623784,276
4820.687782137337,4366.111057617606,277
1594.9227867183922,1984.7938859600843,278
1219.0384693045169,1799.3509113065777,279
4236.087325585135,4659.590782127464,280
3499.884208981008,1341.8427850139376,281
3005.1863876184284,3669.8939465959324,282
1426.252689037534,3328.8607325350927,283
4022.538079689961,2542.46865694031,284
4302.48887762355,1679.0888635325368,285
2055.601379610232,4219.832772586676,286
3738.166479892251,4127.990516636206,287
1714.5785818632908,4813.632551204243,288
1707.8120479325603,3787.7747533039546,289
2234.155151911747,3036.6357019400184,290
4657.976789222063,4111.011519937961,291
3996.127331542185,1443.3587713433988,292
4652.913876764566,4612.3085013693335,293
4936.460459207051,1452.0599217828174,294
2153.6582307187537,2653.427024642974,295
2224.1962271566035,2508.67197553422,296
2027.5082167486967,2643.771247075903,297
2098.716887966558,2731.4247332595273,298
2109.197592447879,2558.769629866471,299
